0,0
2.26757e-05,0.000982165
4.53515e-05,0.00392479
6.80272e-05,0.00881636
9.07029e-05,0.0156376
0.000113379,0.0243618
0.000136054,0.0349546
0.00015873,0.0473744
0.000181406,0.0615724
0.000204082,0.0774928
0.000226757,0.0950732
0.000249433,0.114244
0.000272109,0.134931
0.000294785,0.157052
0.00031746,0.18052
0.000340136,0.205244
0.000362812,0.231125
0.000385488,0.258063
0.000408163,0.285951
0.000430839,0.31468
0.000453515,0.344137
0.00047619,0.374207
0.000498866,0.40477
0.000521542,0.435708
0.000544218,0.466899
0.000566893,0.498219
0.000589569,0.529547
0.000612245,0.560758
0.000634921,0.591731
0.000657596,0.622343
0.000680272,0.652475
0.000702948,0.682007
0.000725624,0.710825
0.000748299,0.738814
0.000770975,0.765865
0.000793651,0.791872
0.000816327,0.816732
0.000839002,0.840347
0.000861678,0.862626
0.000884354,0.88348
0.000907029,0.902827
0.000929705,0.920592
0.000952381,0.936704
0.000975057,0.951101
0.000997732,0.963725
0.00102041,0.974528
0.00104308,0.983466
0.00106576,0.990505
0.00108844,0.995617
0.00111111,0.998782
0.00113379,0.999987
0.00115646,0.999228
0.00117914,0.996508
0.00120181,0.991837
0.00122449,0.985234
0.00124717,0.976724
0.00126984,0.966342
0.00129252,0.954127
0.00131519,0.940129
0.00133787,0.924401
0.00136054,0.907006
0.00138322,0.888012
0.0014059,0.867494
0.00142857,0.845531
0.00145125,0.822212
0.00147392,0.797626
0.0014966,0.771871
0.00151927,0.745048
0.00154195,0.717262
0.00156463,0.688623
0.0015873,0.659243
0.00160998,0.629238
0.00163265,0.598724
0.00165533,0.567822
0.001678,0.536654
0.00170068,0.505342
0.00172336,0.47401
0.00174603,0.442778
0.00176871,0.411772
0.00179138,0.381113
0.00181406,0.35092
0.00183673,0.321314
0.00185941,0.292407
0.00188209,0.264319
0.00190476,0.237154
0.00192744,0.211024
0.00195011,0.186027
0.00197279,0.162264
0.00199546,0.139828
0.00201814,0.118807
0.00204082,0.0992786
0.00206349,0.0813272
0.00208617,0.0650187
0.00210884,0.0504192
0.00213152,0.0375794
0.00215419,0.0265594
0.00217687,0.0173942
0.00219955,0.0101246
0.00222222,0.00477347
0.0022449,0.00136483
0.00226757,-9.29236e-05
0.00229025,0.00058654
0.00231293,0.00308436
0.0023356,0.00753441
0.00235828,0.0139192
0.00238095,0.0222137
0.00240363,0.032385
0.0024263,0.0443938
0.00244898,0.0581922
0.00247166,0.0737265
0.00249433,0.0909354
0.00251701,0.109751
0.00253968,0.1301
0.00256236,0.151903
0.00258503,0.175073
0.00260771,0.199519
0.00263039,0.225146
0.00265306,0.251853
0.00267574,0.279535
0.00269841,0.308082
0.00272109,0.337385
0.00274376,0.367325
0.00276644,0.397787
0.00278912,0.42865
0.00281179,0.459794
0.00283447,0.491096
